Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Year,combineId,playerId,combineYear,combineHeight,combineWeight,collegeId,nflId,heightInches,weight,ageAtDraft,team_wins,team_losses,team_win_loss_perc,team_points,team_points_opp,team_points_diff,team_g,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_score_pct,team_turnover_pct,team_exp_pts_tot
Keenan McCardell,Patriots,30.0,16.0,11.0,95.0,44.0,800.0,18.2,7.0,36.0,45.3,48.0,8.4,2.8,50.0,0.0,2004.0,11471.0,19910326.0,1991.0,71.9,175.0,89154.0,2501942.0,73.0,191.0,21.301369863013697,14.0,2.0,0.875,348.0,238.0,110.0,16.0,5039.0,1042.0,4.8,24.0,11.0,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,177.0,473.0,1607.0,9.0,3.4,91.0,111.0,998.0,26.0,27.9,11.3,-136.51
Quincy Morgan,49ers,23.0,13.0,13.0,89.0,43.0,565.0,13.1,6.0,26.0,42.7,52.0,6.3,3.3,43.5,0.0,2004.0,14768.0,20010033.0,2001.0,72.9,211.0,66506.0,2504679.0,73.0,215.0,23.59178082191781,7.0,9.0,0.438,384.0,337.0,47.0,16.0,5687.0,1038.0,5.5,25.0,10.0,313.0,299.0,511.0,3408.0,25.0,15.0,6.3,172.0,499.0,2279.0,16.0,4.6,118.0,104.0,807.0,23.0,35.1,12.4,-56.95
Koren Robinson,Steelers,25.0,16.0,7.0,63.0,43.0,601.0,14.0,3.0,29.0,54.0,39.0,9.5,2.7,37.6,5.0,2004.0,14800.0,20010009.0,2001.0,73.5,211.0,27607.0,2504739.0,73.0,205.0,21.10410958904109,6.0,10.0,0.375,300.0,327.0,-27.0,16.0,4792.0,1020.0,4.7,28.0,11.0,275.0,306.0,532.0,3304.0,19.0,17.0,5.8,174.0,446.0,1488.0,10.0,3.3,77.0,111.0,1005.0,24.0,27.1,13.5,-166.93
Dez White,Texans,24.0,16.0,12.0,68.0,41.0,632.0,15.4,2.0,34.0,57.4,69.0,9.3,2.6,39.5,1.0,2004.0,14592.0,20000069.0,2000.0,73.3,218.0,30332.0,2504271.0,73.0,215.0,20.660273972602734,5.0,11.0,0.313,255.0,380.0,-125.0,16.0,4306.0,896.0,4.8,27.0,9.0,237.0,248.0,439.0,2655.0,14.0,18.0,5.6,127.0,421.0,1651.0,14.0,3.9,86.0,121.0,961.0,24.0,24.5,13.8,-200.45
Dante Hall,49ers,33.0,16.0,5.0,75.0,38.0,403.0,10.6,3.0,22.0,42.7,37.0,5.4,2.4,25.2,0.0,2004.0,14440.0,20000153.0,2000.0,67.8,191.0,77843.0,2504165.0,68.0,187.0,21.583561643835612,7.0,9.0,0.438,384.0,337.0,47.0,16.0,5687.0,1038.0,5.5,25.0,10.0,313.0,299.0,511.0,3408.0,25.0,15.0,6.3,172.0,499.0,2279.0,16.0,4.6,118.0,104.0,807.0,23.0,35.1,12.4,-56.95
Terry Glenn,Rams,23.0,16.0,0.0,68.0,37.0,494.0,13.4,3.0,23.0,48.5,52.0,7.3,2.3,30.9,4.0,2004.0,13137.0,19960007.0,1996.0,70.5,184.0,43210.0,2500816.0,71.0,196.0,21.75890410958904,12.0,4.0,0.75,447.0,328.0,119.0,16.0,5457.0,1054.0,5.2,39.0,16.0,335.0,377.0,600.0,3961.0,23.0,23.0,6.2,211.0,411.0,1496.0,19.0,3.6,97.0,92.0,667.0,27.0,41.1,16.8,-159.0
Clarence Moore,Seahawks,31.0,13.0,7.0,53.0,36.0,499.0,13.9,2.0,25.0,58.5,60.0,9.4,2.8,38.4,1.0,2004.0,15550.0,20040199.0,2004.0,78.0,211.0,86011.0,2506019.0,78.0,220.0,21.5972602739726,10.0,6.0,0.625,404.0,327.0,77.0,16.0,5627.0,1017.0,5.5,29.0,13.0,338.0,317.0,521.0,3618.0,27.0,16.0,6.4,190.0,453.0,2009.0,17.0,4.4,121.0,91.0,777.0,27.0,36.2,13.5,-37.4
Derrius Thompson,Eagles,27.0,16.0,16.0,63.0,36.0,676.0,18.8,1.0,24.0,54.0,80.0,10.7,2.3,42.3,0.0,2004.0,14303.0,19990406.0,1999.0,74.0,211.0,76706.0,2503336.0,74.0,220.0,21.797260273972604,12.0,4.0,0.75,374.0,287.0,87.0,16.0,5035.0,944.0,5.3,22.0,11.0,302.0,279.0,484.0,3020.0,17.0,11.0,5.7,156.0,417.0,2015.0,23.0,4.8,105.0,96.0,817.0,41.0,34.2,10.2,-80.82
Ernest Wilford,Patriots,25.0,9.0,9.0,51.0,35.0,454.0,13.0,4.0,27.0,60.8,26.0,8.9,3.9,50.4,1.0,2004.0,15650.0,20040120.0,2004.0,75.6,226.0,24061.0,2506089.0,76.0,235.0,25.293150684931508,14.0,2.0,0.875,348.0,238.0,110.0,16.0,5039.0,1042.0,4.8,24.0,11.0,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,177.0,473.0,1607.0,9.0,3.4,91.0,111.0,998.0,26.0,27.9,11.3,-136.51
Reche Caldwell,Steelers,27.0,11.0,11.0,59.0,35.0,698.0,19.9,5.0,30.0,54.2,48.0,11.8,3.2,63.5,1.0,2004.0,14908.0,20020048.0,2002.0,71.8,194.0,32611.0,2505046.0,72.0,210.0,23.07945205479452,6.0,10.0,0.375,300.0,327.0,-27.0,16.0,4792.0,1020.0,4.7,28.0,11.0,275.0,306.0,532.0,3304.0,19.0,17.0,5.8,174.0,446.0,1488.0,10.0,3.3,77.0,111.0,1005.0,24.0,27.1,13.5,-166.93
Charles Lee,Buccaneers,33.0,10.0,7.0,53.0,33.0,416.0,12.6,5.0,25.0,56.6,36.0,7.8,3.3,41.6,3.0,2004.0,14489.0,20000242.0,2000.0,73.5,202.0,32816.0,2504146.0,75.0,227.0,22.41917808219178,7.0,9.0,0.438,301.0,264.0,37.0,16.0,5453.0,1036.0,5.3,31.0,9.0,307.0,369.0,592.0,3805.0,27.0,22.0,6.2,190.0,421.0,1648.0,5.0,3.9,86.0,117.0,1104.0,31.0,25.5,16.0,-214.9
Sam Aiken,Lions,27.0,12.0,5.0,57.0,31.0,533.0,17.2,3.0,24.0,49.1,39.0,9.4,2.6,44.4,0.0,2004.0,15141.0,20030127.0,2003.0,73.9,209.0,27599.0,2505442.0,74.0,220.0,22.378082191780823,5.0,11.0,0.313,270.0,379.0,-109.0,16.0,4262.0,975.0,4.4,28.0,4.0,250.0,319.0,588.0,2924.0,17.0,24.0,4.9,152.0,376.0,1338.0,5.0,3.6,69.0,107.0,859.0,29.0,23.2,13.7,-212.29
Bethel Johnson,Seahawks,24.0,10.0,8.0,67.0,31.0,495.0,16.0,2.0,22.0,41.8,33.0,7.4,3.1,49.5,0.0,2004.0,15240.0,20030045.0,2003.0,71.0,201.0,77843.0,2505505.0,71.0,200.0,24.21917808219178,10.0,6.0,0.625,404.0,327.0,77.0,16.0,5627.0,1017.0,5.5,29.0,13.0,338.0,317.0,521.0,3618.0,27.0,16.0,6.4,190.0,453.0,2009.0,17.0,4.4,121.0,91.0,777.0,27.0,36.2,13.5,-37.4
Samie Parker,Broncos,23.0,16.0,2.0,53.0,31.0,385.0,12.4,1.0,18.0,50.9,28.0,7.3,1.9,24.1,1.0,2004.0,15562.0,20040105.0,2004.0,70.4,179.0,97403.0,2505953.0,71.0,185.0,23.0986301369863,10.0,6.0,0.625,381.0,301.0,80.0,16.0,5598.0,1047.0,5.3,24.0,6.0,334.0,280.0,479.0,2969.0,19.0,18.0,5.9,162.0,543.0,2629.0,20.0,4.8,133.0,107.0,922.0,39.0,36.6,12.0,-127.67
Michael Lewis,Falcons,25.0,16.0,15.0,56.0,30.0,370.0,12.3,2.0,16.0,39.3,54.0,6.6,1.9,23.1,0.0,2004.0,15024.0,20020058.0,2002.0,73.1,211.0,80309.0,2505055.0,73.0,222.0,21.98904109589041,5.0,11.0,0.313,299.0,422.0,-123.0,16.0,4357.0,930.0,4.7,31.0,10.0,252.0,230.0,460.0,2408.0,14.0,21.0,4.9,127.0,435.0,1949.0,17.0,4.5,99.0,90.0,790.0,26.0,24.9,12.9,-190.61
Terrance Copper,Texans,25.0,14.0,1.0,39.0,29.0,415.0,14.3,1.0,21.0,66.7,44.0,10.6,2.1,29.6,0.0,2004.0,15448.0,20040540.0,2004.0,71.9,208.0,27858.0,2505771.0,72.0,207.0,22.134246575342463,5.0,11.0,0.313,255.0,380.0,-125.0,16.0,4306.0,896.0,4.8,27.0,9.0,237.0,248.0,439.0,2655.0,14.0,18.0,5.6,127.0,421.0,1651.0,14.0,3.9,86.0,121.0,961.0,24.0,24.5,13.8,-200.45
Keenan Howry,Packers,25.0,13.0,5.0,49.0,24.0,367.0,15.3,1.0,18.0,40.8,48.0,7.5,1.8,28.2,1.0,2004.0,15232.0,20030221.0,2003.0,69.6,178.0,97403.0,2505542.0,70.0,178.0,21.87123287671233,10.0,6.0,0.625,442.0,307.0,135.0,16.0,5798.0,999.0,5.8,32.0,11.0,315.0,310.0,473.0,3240.0,32.0,21.0,6.6,166.0,507.0,2558.0,18.0,5.0,127.0,88.0,699.0,22.0,38.0,15.6,-49.49
Jermaine Lewis,Cowboys,30.0,6.0,6.0,38.0,24.0,400.0,16.7,2.0,16.0,60.5,48.0,10.5,4.0,66.7,0.0,2004.0,13209.0,19960153.0,1996.0,67.4,172.0,20740.0,2501746.0,67.0,183.0,21.526027397260275,10.0,6.0,0.625,289.0,260.0,29.0,16.0,5161.0,1062.0,4.9,29.0,8.0,286.0,294.0,510.0,3162.0,17.0,21.0,5.8,149.0,515.0,1999.0,11.0,3.9,115.0,98.0,837.0,22.0,25.1,13.8,-251.47
Troy Walters,Packers,25.0,16.0,2.0,45.0,22.0,246.0,11.2,1.0,15.0,46.7,21.0,5.5,1.4,15.4,3.0,2004.0,14584.0,20000165.0,2000.0,66.5,171.0,94305.0,2504176.0,68.0,171.0,23.34794520547945,10.0,6.0,0.625,442.0,307.0,135.0,16.0,5798.0,999.0,5.8,32.0,11.0,315.0,310.0,473.0,3240.0,32.0,21.0,6.6,166.0,507.0,2558.0,18.0,5.0,127.0,88.0,699.0,22.0,38.0,15.6,-49.49
Derrick Mason,Titans,26.0,16.0,1.0,41.0,20.0,278.0,13.9,1.0,14.0,46.3,31.0,6.8,1.3,17.4,0.0,2004.0,13524.0,19970098.0,1997.0,70.8,193.0,48824.0,2501898.0,70.0,197.0,23.26849315068493,12.0,4.0,0.75,435.0,324.0,111.0,16.0,5501.0,1013.0,5.4,21.0,12.0,310.0,315.0,502.0,3878.0,30.0,9.0,7.4,211.0,486.0,1623.0,11.0,3.3,84.0,110.0,887.0,15.0,39.4,9.6,-103.79
Javon Walker,Vikings,24.0,16.0,3.0,32.0,19.0,364.0,19.2,1.0,14.0,53.1,61.0,11.4,1.2,22.8,1.0,2004.0,15118.0,20020020.0,2002.0,74.8,210.0,32306.0,2505023.0,75.0,215.0,23.53150684931507,9.0,7.0,0.563,416.0,353.0,63.0,16.0,6294.0,1055.0,6.0,24.0,11.0,336.0,333.0,520.0,3951.0,32.0,13.0,7.0,194.0,493.0,2343.0,15.0,4.8,124.0,127.0,1029.0,18.0,35.5,13.1,8.32
Hines Ward,Chargers,25.0,6.0,6.0,29.0,18.0,310.0,17.2,3.0,8.0,48.3,58.0,10.7,3.0,51.7,1.0,2004.0,13944.0,19980092.0,1998.0,71.6,195.0,30602.0,2503532.0,72.0,205.0,22.126027397260277,4.0,12.0,0.25,313.0,441.0,-128.0,16.0,5167.0,971.0,5.3,31.0,12.0,290.0,297.0,525.0,3021.0,21.0,19.0,5.5,146.0,417.0,2146.0,16.0,5.1,117.0,126.0,1016.0,27.0,27.2,15.7,-126.67
Reggie Wayne,Lions,29.0,13.0,1.0,31.0,18.0,213.0,11.8,1.0,12.0,51.6,28.0,6.9,1.4,16.4,1.0,2004.0,14850.0,20010030.0,2001.0,72.0,198.0,33124.0,2504747.0,72.0,200.0,22.44109589041096,5.0,11.0,0.313,270.0,379.0,-109.0,16.0,4262.0,975.0,4.4,28.0,4.0,250.0,319.0,588.0,2924.0,17.0,24.0,4.9,152.0,376.0,1338.0,5.0,3.6,69.0,107.0,859.0,29.0,23.2,13.7,-212.29
Jimmy Smith,Cardinals,33.0,15.0,2.0,30.0,18.0,197.0,10.9,0.0,10.0,50.0,33.0,6.6,1.2,13.1,4.0,2004.0,12002.0,19920036.0,1992.0,72.8,200.0,39217.0,2503028.0,73.0,202.0,23.22465753424657,4.0,12.0,0.25,225.0,452.0,-227.0,16.0,4490.0,981.0,4.6,36.0,14.0,256.0,303.0,534.0,2959.0,18.0,22.0,5.1,147.0,403.0,1531.0,5.0,3.8,80.0,98.0,761.0,29.0,22.2,18.4,-250.75
Antonio Bryant,Eagles,24.0,16.0,3.0,37.0,17.0,183.0,10.8,0.0,11.0,35.1,25.0,4.9,1.1,11.4,0.0,2004.0,14904.0,20020063.0,2002.0,73.3,188.0,15260.0,2505061.0,73.0,211.0,21.12876712328767,12.0,4.0,0.75,374.0,287.0,87.0,16.0,5035.0,944.0,5.3,22.0,11.0,302.0,279.0,484.0,3020.0,17.0,11.0,5.7,156.0,417.0,2015.0,23.0,4.8,105.0,96.0,817.0,41.0,34.2,10.2,-80.82
Johnnie Morton,Commanders,29.0,16.0,3.0,21.0,17.0,203.0,11.9,0.0,10.0,71.4,31.0,9.7,1.1,12.7,0.0,2004.0,12638.0,19940021.0,1994.0,71.9,189.0,90089.0,2502213.0,72.0,193.0,22.56164383561644,5.0,11.0,0.313,287.0,372.0,-85.0,16.0,4659.0,991.0,4.7,28.0,12.0,272.0,283.0,527.0,3006.0,21.0,16.0,5.3,156.0,421.0,1653.0,8.0,3.9,95.0,124.0,1038.0,21.0,28.3,13.6,-182.25
Amani Toomer,Browns,25.0,7.0,7.0,35.0,16.0,416.0,26.0,2.0,14.0,40.0,99.0,11.9,2.3,59.4,0.0,2004.0,13317.0,19960034.0,1996.0,74.9,197.0,48109.0,2503377.0,75.0,203.0,21.63013698630137,5.0,11.0,0.313,254.0,322.0,-68.0,16.0,4504.0,961.0,4.7,33.0,15.0,276.0,313.0,509.0,2834.0,17.0,18.0,5.2,153.0,412.0,1670.0,8.0,4.1,91.0,98.0,767.0,32.0,26.7,17.2,-191.88
Randy Moss,Commanders,23.0,15.0,4.0,27.0,16.0,178.0,11.1,0.0,10.0,48.1,45.0,6.6,1.1,11.9,0.0,2004.0,13847.0,19980021.0,1998.0,75.6,194.0,25755.0,2502220.0,76.0,210.0,21.18904109589041,5.0,11.0,0.313,287.0,372.0,-85.0,16.0,4659.0,991.0,4.7,28.0,12.0,272.0,283.0,527.0,3006.0,21.0,16.0,5.3,156.0,421.0,1653.0,8.0,3.9,95.0,124.0,1038.0,21.0,28.3,13.6,-182.25
Jabar Gaffney,Dolphins,26.0,16.0,2.0,34.0,15.0,206.0,13.7,1.0,12.0,38.2,37.0,6.1,0.9,12.9,1.0,2004.0,14962.0,20020033.0,2002.0,73.1,193.0,32611.0,2505033.0,74.0,200.0,21.3972602739726,10.0,6.0,0.625,311.0,261.0,50.0,16.0,4609.0,968.0,4.8,34.0,15.0,266.0,257.0,450.0,2792.0,17.0,19.0,5.8,145.0,487.0,1817.0,14.0,3.7,99.0,103.0,913.0,22.0,28.1,17.2,-177.92
Curtis Conway,Chiefs,27.0,14.0,0.0,27.0,15.0,178.0,11.9,1.0,10.0,48.1,30.0,6.6,1.1,12.7,0.0,2004.0,12156.0,19930007.0,1993.0,72.3,185.0,90089.0,2500179.0,73.0,200.0,22.295890410958904,13.0,3.0,0.813,484.0,332.0,152.0,16.0,5910.0,1003.0,5.9,18.0,6.0,348.0,339.0,536.0,3981.0,24.0,12.0,7.1,201.0,446.0,1929.0,32.0,4.3,120.0,79.0,698.0,27.0,38.3,8.5,36.78
Kevin Johnson,Buccaneers,27.0,7.0,3.0,22.0,15.0,207.0,13.8,0.0,10.0,68.2,35.0,9.4,2.1,29.6,1.0,2004.0,12250.0,19930086.0,1993.0,73.3,306.0,77004.0,2501433.0,73.0,305.0,22.5013698630137,7.0,9.0,0.438,301.0,264.0,37.0,16.0,5453.0,1036.0,5.3,31.0,9.0,307.0,369.0,592.0,3805.0,27.0,22.0,6.2,190.0,421.0,1648.0,5.0,3.9,86.0,117.0,1104.0,31.0,25.5,16.0,-214.9
Ricky Proehl,Chargers,24.0,16.0,7.0,33.0,15.0,308.0,20.5,2.0,13.0,42.4,65.0,9.3,0.9,19.3,0.0,2004.0,11131.0,19900058.0,1990.0,70.8,181.0,27106.0,2502556.0,72.0,190.0,22.13972602739726,4.0,12.0,0.25,313.0,441.0,-128.0,16.0,5167.0,971.0,5.3,31.0,12.0,290.0,297.0,525.0,3021.0,21.0,19.0,5.5,146.0,417.0,2146.0,16.0,5.1,117.0,126.0,1016.0,27.0,27.2,15.7,-126.67
Freddie Mitchell,Rams,28.0,14.0,0.0,26.0,13.0,183.0,14.1,0.0,7.0,42.3,29.0,7.0,0.9,13.1,1.0,2004.0,14764.0,20010025.0,2001.0,71.4,185.0,90095.0,2504746.0,72.0,195.0,22.410958904109588,12.0,4.0,0.75,447.0,328.0,119.0,16.0,5457.0,1054.0,5.2,39.0,16.0,335.0,377.0,600.0,3961.0,23.0,23.0,6.2,211.0,411.0,1496.0,19.0,3.6,97.0,92.0,667.0,27.0,41.1,16.8,-159.0
Bernard Berrian,Cowboys,25.0,8.0,0.0,15.0,12.0,162.0,13.5,1.0,7.0,60.0,39.0,10.8,1.5,20.3,0.0,2004.0,15413.0,20040078.0,2004.0,73.0,183.0,93740.0,2506000.0,73.0,185.0,23.339726027397266,10.0,6.0,0.625,289.0,260.0,29.0,16.0,5161.0,1062.0,4.9,29.0,8.0,286.0,294.0,510.0,3162.0,17.0,21.0,5.8,149.0,515.0,1999.0,11.0,3.9,115.0,98.0,837.0,22.0,25.1,13.8,-251.47
Terrance Copper,Bengals,27.0,4.0,1.0,17.0,11.0,127.0,11.5,0.0,6.0,64.7,30.0,7.5,2.8,31.8,0.0,2004.0,15448.0,20040540.0,2004.0,71.9,208.0,27858.0,2505771.0,72.0,207.0,22.134246575342463,8.0,8.0,0.5,346.0,384.0,-38.0,16.0,5329.0,1038.0,5.1,22.0,7.0,313.0,324.0,520.0,3342.0,26.0,15.0,6.0,181.0,481.0,1987.0,12.0,4.1,101.0,107.0,846.0,31.0,33.3,11.1,-78.22
Nate Poole,Jets,25.0,13.0,1.0,16.0,10.0,173.0,17.3,1.0,7.0,62.5,46.0,10.8,0.8,13.3,2.0,2004.0,14788.0,20010490.0,2001.0,73.5,198.0,25755.0,2504442.0,74.0,204.0,24.232876712328768,6.0,10.0,0.375,283.0,299.0,-16.0,16.0,4951.0,936.0,5.3,20.0,6.0,274.0,312.0,496.0,3316.0,20.0,14.0,6.3,181.0,409.0,1635.0,8.0,4.0,78.0,69.0,550.0,15.0,32.4,11.8,-107.89
Andrae Thurman,Patriots,25.0,13.0,1.0,21.0,10.0,174.0,17.4,1.0,8.0,42.9,48.0,8.3,0.8,13.4,2.0,2004.0,15632.0,20040742.0,2004.0,71.3,192.0,97520.0,2505868.0,71.0,192.0,23.51232876712329,14.0,2.0,0.875,348.0,238.0,110.0,16.0,5039.0,1042.0,4.8,24.0,11.0,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,177.0,473.0,1607.0,9.0,3.4,91.0,111.0,998.0,26.0,27.9,11.3,-136.51
Dedric Ward,Giants,24.0,16.0,1.0,17.0,10.0,155.0,15.5,1.0,7.0,58.8,49.0,9.1,0.6,9.7,0.0,2004.0,13640.0,19970088.0,1997.0,68.6,175.0,50701.0,2503531.0,69.0,189.0,22.56986301369863,4.0,12.0,0.25,243.0,387.0,-144.0,16.0,4942.0,1047.0,4.7,38.0,18.0,300.0,344.0,616.0,3383.0,16.0,20.0,5.1,184.0,387.0,1559.0,6.0,4.0,90.0,127.0,1090.0,26.0,21.4,18.4,-225.77
Antonio Bryant,Steelers,26.0,16.0,1.0,23.0,9.0,137.0,15.2,0.0,6.0,34.8,46.0,6.0,0.6,8.6,0.0,2004.0,14904.0,20020063.0,2002.0,73.3,188.0,15260.0,2505061.0,73.0,211.0,21.12876712328767,6.0,10.0,0.375,300.0,327.0,-27.0,16.0,4792.0,1020.0,4.7,28.0,11.0,275.0,306.0,532.0,3304.0,19.0,17.0,5.8,174.0,446.0,1488.0,10.0,3.3,77.0,111.0,1005.0,24.0,27.1,13.5,-166.93
Amani Toomer,Chiefs,23.0,4.0,0.0,13.0,9.0,137.0,15.2,1.0,7.0,61.5,48.0,10.5,2.3,34.3,0.0,2004.0,13317.0,19960034.0,1996.0,74.9,197.0,48109.0,2503377.0,75.0,203.0,21.63013698630137,13.0,3.0,0.813,484.0,332.0,152.0,16.0,5910.0,1003.0,5.9,18.0,6.0,348.0,339.0,536.0,3981.0,24.0,12.0,7.1,201.0,446.0,1929.0,32.0,4.3,120.0,79.0,698.0,27.0,38.3,8.5,36.78
Kevin Johnson,Raiders,30.0,11.0,5.0,25.0,9.0,227.0,25.2,2.0,8.0,32.0,57.0,9.1,0.8,20.6,0.0,2004.0,12250.0,19930086.0,1993.0,73.3,306.0,77004.0,2501433.0,73.0,305.0,22.5013698630137,4.0,12.0,0.25,270.0,379.0,-109.0,16.0,4573.0,987.0,4.6,26.0,12.0,258.0,278.0,521.0,2751.0,9.0,14.0,4.9,140.0,423.0,1822.0,15.0,4.3,98.0,134.0,1120.0,20.0,24.3,12.2,-190.11
Jerome Pathon,49ers,24.0,14.0,0.0,15.0,8.0,143.0,17.9,0.0,4.0,40.0,65.0,9.5,0.6,10.2,2.0,2004.0,13865.0,19980032.0,1998.0,72.0,187.0,98195.0,2502417.0,72.0,195.0,22.353424657534248,7.0,9.0,0.438,384.0,337.0,47.0,16.0,5687.0,1038.0,5.5,25.0,10.0,313.0,299.0,511.0,3408.0,25.0,15.0,6.3,172.0,499.0,2279.0,16.0,4.6,118.0,104.0,807.0,23.0,35.1,12.4,-56.95
Kevin Curtis,Broncos,25.0,12.0,0.0,11.0,8.0,73.0,9.1,0.0,3.0,63.6,20.0,6.6,0.7,6.1,0.0,2004.0,14928.0,20020127.0,2002.0,73.6,212.0,79415.0,2505115.0,74.0,212.0,21.742465753424657,10.0,6.0,0.625,381.0,301.0,80.0,16.0,5598.0,1047.0,5.3,24.0,6.0,334.0,280.0,479.0,2969.0,19.0,18.0,5.9,162.0,543.0,2629.0,20.0,4.8,133.0,107.0,922.0,39.0,36.6,12.0,-127.67
Michael Lewis,Bengals,23.0,16.0,0.0,9.0,8.0,67.0,8.4,0.0,3.0,55.6,18.0,7.4,0.5,4.2,0.0,2004.0,15024.0,20020058.0,2002.0,73.1,211.0,80309.0,2505055.0,73.0,222.0,21.98904109589041,8.0,8.0,0.5,346.0,384.0,-38.0,16.0,5329.0,1038.0,5.1,22.0,7.0,313.0,324.0,520.0,3342.0,26.0,15.0,6.0,181.0,481.0,1987.0,12.0,4.1,101.0,107.0,846.0,31.0,33.3,11.1,-78.22
Troy Walters,Falcons,22.0,16.0,0.0,20.0,7.0,119.0,17.0,0.0,3.0,25.0,46.0,6.0,0.4,7.4,0.0,2004.0,14584.0,20000165.0,2000.0,66.5,171.0,94305.0,2504176.0,68.0,171.0,23.34794520547945,5.0,11.0,0.313,299.0,422.0,-123.0,16.0,4357.0,930.0,4.7,31.0,10.0,252.0,230.0,460.0,2408.0,14.0,21.0,4.9,127.0,435.0,1949.0,17.0,4.5,99.0,90.0,790.0,26.0,24.9,12.9,-190.61
Kevin Johnson,Buccaneers,33.0,7.0,2.0,11.0,7.0,156.0,22.3,1.0,6.0,63.6,54.0,14.2,1.0,22.3,2.0,2004.0,12250.0,19930086.0,1993.0,73.3,306.0,77004.0,2501433.0,73.0,305.0,22.5013698630137,7.0,9.0,0.438,301.0,264.0,37.0,16.0,5453.0,1036.0,5.3,31.0,9.0,307.0,369.0,592.0,3805.0,27.0,22.0,6.2,190.0,421.0,1648.0,5.0,3.9,86.0,117.0,1104.0,31.0,25.5,16.0,-214.9
Kevin Curtis,49ers,24.0,14.0,0.0,23.0,7.0,160.0,22.9,1.0,6.0,30.4,59.0,7.0,0.5,11.4,0.0,2004.0,14928.0,20020127.0,2002.0,73.6,212.0,79415.0,2505115.0,74.0,212.0,21.742465753424657,7.0,9.0,0.438,384.0,337.0,47.0,16.0,5687.0,1038.0,5.5,25.0,10.0,313.0,299.0,511.0,3408.0,25.0,15.0,6.3,172.0,499.0,2279.0,16.0,4.6,118.0,104.0,807.0,23.0,35.1,12.4,-56.95
Jerome Mathis,Broncos,23.0,10.0,0.0,8.0,6.0,52.0,8.7,0.0,4.0,37.5,12.0,6.5,0.6,5.2,2.0,2004.0,15843.0,20050114.0,2005.0,71.25,181.0,23669.0,2506452.0,71.0,184.0,21.75890410958904,10.0,6.0,0.625,381.0,301.0,80.0,16.0,5598.0,1047.0,5.3,24.0,6.0,334.0,280.0,479.0,2969.0,19.0,18.0,5.9,162.0,543.0,2629.0,20.0,4.8,133.0,107.0,922.0,39.0,36.6,12.0,-127.67
Terrence Murphy,Panthers,25.0,1.0,1.0,9.0,6.0,60.0,10.0,0.0,4.0,66.7,15.0,6.7,6.0,60.0,0.0,2004.0,15864.0,20050058.0,2005.0,72.88,202.0,77843.0,2506397.0,73.0,196.0,22.36986301369863,11.0,5.0,0.688,325.0,304.0,21.0,16.0,5141.0,1008.0,5.1,31.0,15.0,284.0,270.0,460.0,3050.0,19.0,16.0,6.3,146.0,522.0,2091.0,9.0,4.0,114.0,116.0,966.0,24.0,30.8,14.9,-149.93
Sam Aiken,Seahawks,24.0,7.0,1.0,9.0,6.0,117.0,19.5,1.0,4.0,66.7,33.0,13.0,0.9,16.7,1.0,2004.0,15141.0,20030127.0,2003.0,73.9,209.0,27599.0,2505442.0,74.0,220.0,22.378082191780823,10.0,6.0,0.625,404.0,327.0,77.0,16.0,5627.0,1017.0,5.5,29.0,13.0,338.0,317.0,521.0,3618.0,27.0,16.0,6.4,190.0,453.0,2009.0,17.0,4.4,121.0,91.0,777.0,27.0,36.2,13.5,-37.4
Javon Walker,Browns,31.0,9.0,2.0,8.0,5.0,49.0,9.8,0.0,2.0,37.5,16.0,6.1,0.6,5.4,0.0,2004.0,15118.0,20020020.0,2002.0,74.8,210.0,32306.0,2505023.0,75.0,215.0,23.53150684931507,5.0,11.0,0.313,254.0,322.0,-68.0,16.0,4504.0,961.0,4.7,33.0,15.0,276.0,313.0,509.0,2834.0,17.0,18.0,5.2,153.0,412.0,1670.0,8.0,4.1,91.0,98.0,767.0,32.0,26.7,17.2,-191.88
Vincent Jackson,Commanders,28.0,5.0,1.0,9.0,5.0,71.0,14.2,0.0,4.0,55.6,27.0,7.9,1.0,14.2,0.0,2004.0,15814.0,20050061.0,2005.0,76.75,241.0,80631.0,2506400.0,77.0,230.0,22.28767123287671,5.0,11.0,0.313,287.0,372.0,-85.0,16.0,4659.0,991.0,4.7,28.0,12.0,272.0,283.0,527.0,3006.0,21.0,16.0,5.3,156.0,421.0,1653.0,8.0,3.9,95.0,124.0,1038.0,21.0,28.3,13.6,-182.25
