Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Year,combineId,playerId,combineYear,combineHeight,combineWeight,collegeId,nflId,heightInches,weight,ageAtDraft,team_wins,team_losses,team_win_loss_perc,team_points,team_points_opp,team_points_diff,team_g,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_score_pct,team_turnover_pct,team_exp_pts_tot
Marvin Harrison,Steelers,25.0,8.0,3.0,12.0,4.0,68.0,17.0,0.0,2.0,25.0,35.0,5.7,0.5,8.5,0.0,2013.0,13157.0,19960019.0,1996.0,71.9,181.0,13244.0,2501062.0,72.0,185.0,23.66849315068493,8.0,8.0,0.5,336.0,314.0,22.0,16.0,5324.0,1023.0,5.2,30.0,16.0,307.0,354.0,574.0,3787.0,27.0,14.0,6.2,202.0,412.0,1537.0,8.0,3.7,80.0,92.0,938.0,25.0,33.9,15.6,-108.05
Hines Ward,49ers,24.0,7.0,1.0,9.0,3.0,28.0,9.3,0.0,1.0,22.2,15.0,3.1,0.4,4.0,0.0,2013.0,13944.0,19980092.0,1998.0,71.6,195.0,30602.0,2503532.0,72.0,205.0,22.126027397260277,11.0,4.0,0.719,397.0,273.0,124.0,16.0,5789.0,969.0,6.0,16.0,8.0,322.0,289.0,436.0,3298.0,23.0,8.0,6.9,172.0,492.0,2491.0,17.0,5.1,128.0,109.0,960.0,22.0,39.3,7.9,-15.31
Anquan Boldin,49ers,23.0,6.0,0.0,5.0,3.0,34.0,11.3,0.0,1.0,20.0,29.0,6.8,0.5,5.7,0.0,2013.0,15157.0,20030054.0,2003.0,72.6,216.0,32306.0,2505587.0,73.0,220.0,22.575342465753423,11.0,4.0,0.719,397.0,273.0,124.0,16.0,5789.0,969.0,6.0,16.0,8.0,322.0,289.0,436.0,3298.0,23.0,8.0,6.9,172.0,492.0,2491.0,17.0,5.1,128.0,109.0,960.0,22.0,39.3,7.9,-15.31
Roy Williams,Commanders,23.0,5.0,0.0,11.0,3.0,15.0,5.0,0.0,2.0,18.2,6.0,1.4,0.6,3.0,1.0,2013.0,15132.0,20020008.0,2002.0,72.4,219.0,73019.0,2505013.0,72.0,222.0,21.695890410958903,10.0,6.0,0.625,436.0,388.0,48.0,16.0,6131.0,994.0,6.2,14.0,6.0,341.0,291.0,442.0,3422.0,24.0,8.0,7.2,171.0,519.0,2709.0,22.0,5.2,144.0,116.0,985.0,26.0,39.3,7.7,-16.5
Lee Evans,Jets,30.0,6.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,5.0,3.0,0.3,1.0,0.0,2013.0,15474.0,20040013.0,2004.0,70.9,197.0,53706.0,2506097.0,72.0,210.0,23.136986301369863,6.0,10.0,0.375,281.0,375.0,-94.0,16.0,4787.0,1034.0,4.6,37.0,18.0,299.0,272.0,493.0,2891.0,14.0,19.0,5.4,162.0,494.0,1896.0,12.0,3.8,102.0,83.0,708.0,35.0,24.2,17.5,-166.55
Santana Moss,Bills,26.0,16.0,0.0,5.0,2.0,13.0,6.5,0.0,0.0,0.0,9.0,2.6,0.1,0.8,0.0,2013.0,14769.0,20010016.0,2001.0,69.6,184.0,33124.0,2504743.0,70.0,189.0,21.90410958904109,6.0,10.0,0.375,344.0,435.0,-91.0,16.0,5486.0,983.0,5.6,34.0,17.0,301.0,309.0,511.0,3269.0,24.0,17.0,6.0,176.0,442.0,2217.0,12.0,5.0,103.0,104.0,871.0,22.0,30.0,17.4,-100.38
Curtis Conway,Chiefs,27.0,9.0,0.0,7.0,2.0,20.0,10.0,0.0,2.0,28.6,11.0,2.9,0.2,2.2,0.0,2013.0,12156.0,19930007.0,1993.0,72.3,185.0,90089.0,2500179.0,73.0,200.0,22.295890410958904,2.0,14.0,0.125,211.0,425.0,-214.0,16.0,5108.0,1015.0,5.0,37.0,17.0,286.0,273.0,475.0,2713.0,8.0,20.0,5.3,144.0,500.0,2395.0,9.0,4.8,118.0,92.0,733.0,24.0,24.2,18.8,-203.56
Joey Galloway,Eagles,24.0,13.0,0.0,3.0,2.0,14.0,7.0,0.0,0.0,0.0,8.0,4.7,0.2,1.1,1.0,2013.0,12845.0,19950008.0,1995.0,70.4,188.0,43210.0,2500744.0,71.0,197.0,23.435616438356163,4.0,12.0,0.25,280.0,444.0,-164.0,16.0,5665.0,1079.0,5.3,37.0,22.0,332.0,367.0,618.0,3791.0,18.0,15.0,5.7,190.0,413.0,1874.0,10.0,4.5,111.0,98.0,813.0,31.0,29.9,17.9,-174.47
Dez White,Steelers,25.0,7.0,0.0,6.0,2.0,20.0,10.0,1.0,2.0,33.3,19.0,3.3,0.3,2.9,0.0,2013.0,14592.0,20000069.0,2000.0,73.3,218.0,30332.0,2504271.0,73.0,215.0,20.660273972602734,8.0,8.0,0.5,336.0,314.0,22.0,16.0,5324.0,1023.0,5.2,30.0,16.0,307.0,354.0,574.0,3787.0,27.0,14.0,6.2,202.0,412.0,1537.0,8.0,3.7,80.0,92.0,938.0,25.0,33.9,15.6,-108.05
Ernest Wilford,Jaguars,23.0,2.0,0.0,3.0,2.0,31.0,15.5,0.0,2.0,66.7,18.0,10.3,1.0,15.5,0.0,2013.0,15650.0,20040120.0,2004.0,75.6,226.0,24061.0,2506089.0,76.0,235.0,25.293150684931508,2.0,14.0,0.125,255.0,444.0,-189.0,16.0,4788.0,994.0,4.8,26.0,9.0,269.0,328.0,586.0,3419.0,20.0,17.0,5.4,157.0,358.0,1369.0,5.0,3.8,76.0,101.0,955.0,36.0,25.5,12.8,-192.09
Reche Caldwell,Browns,24.0,7.0,0.0,5.0,2.0,12.0,6.0,0.0,2.0,40.0,6.0,2.4,0.3,1.7,0.0,2013.0,14908.0,20020048.0,2002.0,71.8,194.0,32611.0,2505046.0,72.0,210.0,23.07945205479452,5.0,11.0,0.313,302.0,368.0,-66.0,16.0,5028.0,998.0,5.0,26.0,8.0,279.0,328.0,566.0,3435.0,16.0,18.0,5.7,185.0,396.0,1593.0,12.0,4.0,71.0,113.0,1005.0,23.0,29.8,12.0,-139.68
Andre King,Seahawks,25.0,1.0,0.0,1.0,1.0,17.0,17.0,0.0,1.0,100.0,17.0,17.0,1.0,17.0,0.0,2013.0,14735.0,20010245.0,2001.0,71.9,199.0,33124.0,2504668.0,71.0,195.0,27.41917808219178,11.0,5.0,0.688,412.0,245.0,167.0,16.0,5610.0,974.0,5.8,18.0,8.0,311.0,259.0,405.0,3031.0,27.0,10.0,6.9,153.0,536.0,2579.0,16.0,4.8,129.0,110.0,890.0,29.0,39.4,10.0,9.07
Jermaine Lewis,Jets,30.0,3.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,8.0,8.0,0.3,2.7,0.0,2013.0,13209.0,19960153.0,1996.0,67.4,172.0,20740.0,2501746.0,67.0,183.0,21.526027397260275,6.0,10.0,0.375,281.0,375.0,-94.0,16.0,4787.0,1034.0,4.6,37.0,18.0,299.0,272.0,493.0,2891.0,14.0,19.0,5.4,162.0,494.0,1896.0,12.0,3.8,102.0,83.0,708.0,35.0,24.2,17.5,-166.55
Johnnie Morant,49ers,33.0,14.0,0.0,1.0,1.0,17.0,17.0,0.0,0.0,0.0,17.0,17.0,0.1,1.2,0.0,2013.0,15552.0,20040134.0,2004.0,76.0,229.0,13244.0,2506062.0,76.0,220.0,22.39452054794521,11.0,4.0,0.719,397.0,273.0,124.0,16.0,5789.0,969.0,6.0,16.0,8.0,322.0,289.0,436.0,3298.0,23.0,8.0,6.9,172.0,492.0,2491.0,17.0,5.1,128.0,109.0,960.0,22.0,39.3,7.9,-15.31
Troy Walters,Colts,26.0,7.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,33.3,2.0,0.7,0.1,0.3,0.0,2013.0,14584.0,20000165.0,2000.0,66.5,171.0,94305.0,2504176.0,68.0,171.0,23.34794520547945,11.0,5.0,0.688,357.0,387.0,-30.0,16.0,5799.0,1109.0,5.2,27.0,9.0,360.0,339.0,628.0,4128.0,23.0,18.0,6.2,208.0,440.0,1671.0,11.0,3.8,110.0,94.0,801.0,42.0,33.3,13.9,-73.11
Ricky Proehl,Bengals,26.0,16.0,0.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,6.0,3.0,0.1,0.4,2.0,2013.0,11131.0,19900058.0,1990.0,70.8,181.0,27106.0,2502556.0,72.0,190.0,22.13972602739726,10.0,6.0,0.625,391.0,320.0,71.0,16.0,5323.0,1016.0,5.2,26.0,10.0,292.0,335.0,540.0,3578.0,28.0,16.0,6.1,173.0,430.0,1745.0,11.0,4.1,95.0,99.0,857.0,24.0,35.4,12.8,-90.48
Johnnie Morant,Bears,25.0,6.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,15552.0,20040134.0,2004.0,76.0,229.0,13244.0,2506062.0,76.0,220.0,22.39452054794521,10.0,6.0,0.625,375.0,277.0,98.0,16.0,4969.0,999.0,5.0,24.0,8.0,292.0,287.0,485.0,2999.0,21.0,16.0,5.7,163.0,470.0,1970.0,11.0,4.2,99.0,102.0,811.0,30.0,30.3,11.8,-115.17
Joey Galloway,Panthers,24.0,1.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226307189542484,2013.0,12845.0,19950008.0,1995.0,70.4,188.0,43210.0,2500744.0,71.0,197.0,23.435616438356163,7.0,9.0,0.438,357.0,363.0,-6.0,16.0,5771.0,988.0,5.8,22.0,10.0,328.0,284.0,490.0,3683.0,19.0,12.0,7.0,171.0,462.0,2088.0,21.0,4.5,123.0,98.0,835.0,34.0,32.6,10.3,2.08
Keenan McCardell,Falcons,26.0,1.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226307189542484,2013.0,11471.0,19910326.0,1991.0,71.9,175.0,89154.0,2501942.0,73.0,191.0,21.301369863013697,13.0,3.0,0.813,419.0,299.0,120.0,16.0,5906.0,1021.0,5.8,18.0,4.0,343.0,422.0,615.0,4509.0,32.0,14.0,7.0,247.0,378.0,1397.0,12.0,3.7,70.0,55.0,415.0,26.0,44.0,10.3,-18.12
Tab Perry,Giants,24.0,2.0,0.0,2.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226307189542484,2013.0,15880.0,20050190.0,2005.0,74.5,229.0,90095.0,2506525.0,75.0,215.0,23.27123287671233,9.0,7.0,0.563,429.0,344.0,85.0,16.0,5687.0,968.0,5.9,21.0,6.0,327.0,323.0,539.0,3825.0,26.0,15.0,6.8,187.0,409.0,1862.0,18.0,4.6,103.0,72.0,578.0,37.0,43.8,11.9,-14.71
Derrick Mason,Steelers,26.0,16.0,16.0,181.0,129.0,1698.0,13.2,13.0,87.0,60.2,63.0,9.4,8.1,106.1,2.0,2014.0,13524.0,19970098.0,1997.0,70.8,193.0,48824.0,2501898.0,70.0,197.0,23.26849315068493,8.0,8.0,0.5,379.0,370.0,9.0,16.0,5400.0,1023.0,5.3,24.0,10.0,312.0,377.0,586.0,4017.0,28.0,14.0,6.4,207.0,394.0,1383.0,9.0,3.5,81.0,80.0,677.0,24.0,35.4,12.7,26.81
Chad Johnson,Broncos,27.0,16.0,16.0,184.0,111.0,1619.0,14.6,11.0,69.0,50.5,86.0,8.8,6.9,101.2,0.0,2014.0,14725.0,20010036.0,2001.0,73.0,192.0,97331.0,2504651.0,73.0,188.0,23.295890410958904,13.0,3.0,0.813,606.0,399.0,207.0,16.0,7317.0,1156.0,6.3,26.0,16.0,435.0,461.0,675.0,5444.0,55.0,10.0,7.8,293.0,461.0,1873.0,16.0,4.1,107.0,117.0,1000.0,35.0,47.5,10.4,277.21
Torry Holt,Falcons,25.0,15.0,15.0,163.0,104.0,1593.0,15.3,6.0,76.0,55.8,79.0,9.8,6.9,106.2,2.0,2014.0,14110.0,19990006.0,1999.0,72.3,192.0,27607.0,2501229.0,72.0,200.0,22.87945205479452,4.0,12.0,0.25,353.0,443.0,-90.0,16.0,5490.0,1024.0,5.4,28.0,11.0,330.0,445.0,659.0,4243.0,26.0,17.0,6.0,227.0,321.0,1247.0,11.0,3.9,64.0,91.0,788.0,39.0,34.1,14.5,48.53
Muhsin Muhammad,Broncos,27.0,16.0,16.0,141.0,101.0,1404.0,13.9,9.0,69.0,63.8,48.0,10.0,6.3,87.8,1.0,2014.0,13243.0,19960043.0,1996.0,73.8,217.0,48824.0,2502231.0,74.0,215.0,22.975342465753425,13.0,3.0,0.813,606.0,399.0,207.0,16.0,7317.0,1156.0,6.3,26.0,16.0,435.0,461.0,675.0,5444.0,55.0,10.0,7.8,293.0,461.0,1873.0,16.0,4.1,107.0,117.0,1000.0,35.0,47.5,10.4,277.21
Laveranues Coles,Lions,26.0,16.0,16.0,144.0,99.0,1331.0,13.4,4.0,61.0,54.2,73.0,9.2,6.2,83.2,1.0,2014.0,14392.0,20000078.0,2000.0,71.3,192.0,32306.0,2503902.0,71.0,200.0,22.30958904109589,7.0,9.0,0.438,395.0,376.0,19.0,16.0,6274.0,1102.0,5.7,34.0,15.0,350.0,371.0,634.0,4482.0,29.0,19.0,6.8,221.0,445.0,1792.0,15.0,4.0,106.0,110.0,925.0,23.0,32.1,17.3,25.59
Isaac Bruce,Packers,29.0,16.0,16.0,151.0,98.0,1519.0,15.5,13.0,71.0,58.9,80.0,10.1,6.1,94.9,0.0,2014.0,12470.0,19940033.0,1994.0,71.5,173.0,38152.0,2499879.0,72.0,188.0,21.46575342465753,8.0,7.0,0.531,417.0,428.0,-11.0,16.0,6404.0,1074.0,6.0,25.0,9.0,351.0,366.0,570.0,4268.0,25.0,16.0,6.9,201.0,459.0,2136.0,17.0,4.7,119.0,86.0,801.0,31.0,40.9,12.4,113.82
Javon Walker,Patriots,28.0,14.0,13.0,134.0,92.0,972.0,10.6,4.0,50.0,55.2,69.0,7.3,6.6,69.4,3.0,2014.0,15118.0,20020020.0,2002.0,74.8,210.0,32306.0,2505023.0,75.0,215.0,23.53150684931507,12.0,4.0,0.75,444.0,338.0,106.0,16.0,6152.0,1138.0,5.4,20.0,9.0,378.0,380.0,628.0,4087.0,25.0,11.0,6.1,225.0,470.0,2065.0,19.0,4.4,110.0,69.0,625.0,43.0,40.8,10.0,100.43
Eric Moulds,Giants,22.0,12.0,11.0,130.0,91.0,1305.0,14.3,12.0,58.0,60.8,80.0,10.0,7.6,108.8,1.0,2014.0,13242.0,19960024.0,1996.0,72.9,204.0,39762.0,2502226.0,74.0,225.0,22.775342465753425,7.0,9.0,0.438,294.0,383.0,-89.0,16.0,4920.0,988.0,5.0,44.0,15.0,280.0,325.0,567.0,3588.0,18.0,29.0,5.9,176.0,381.0,1332.0,11.0,3.5,77.0,91.0,786.0,27.0,25.5,20.1,-106.96
Darrell Jackson,Packers,24.0,16.0,16.0,127.0,91.0,1287.0,14.1,12.0,71.0,63.0,70.0,10.1,5.7,80.4,3.0,2014.0,14458.0,20000080.0,2000.0,71.8,197.0,32611.0,2504274.0,71.0,210.0,21.372602739726027,8.0,7.0,0.531,417.0,428.0,-11.0,16.0,6404.0,1074.0,6.0,25.0,9.0,351.0,366.0,570.0,4268.0,25.0,16.0,6.9,201.0,459.0,2136.0,17.0,4.7,119.0,86.0,801.0,31.0,40.9,12.4,113.82
Michael Clayton,Bears,24.0,16.0,16.0,145.0,85.0,1133.0,13.3,10.0,60.0,51.0,74.0,7.8,5.3,70.8,1.0,2014.0,15440.0,20040015.0,2004.0,74.8,209.0,70803.0,2505925.0,75.0,202.0,21.54520547945205,8.0,8.0,0.5,445.0,478.0,-33.0,16.0,6109.0,1013.0,6.0,23.0,10.0,344.0,373.0,579.0,4281.0,32.0,13.0,7.0,215.0,404.0,1828.0,13.0,4.5,102.0,85.0,708.0,27.0,39.0,12.1,75.28
Hines Ward,Texans,33.0,15.0,15.0,146.0,85.0,936.0,11.0,3.0,50.0,47.3,35.0,6.4,5.7,62.4,3.0,2014.0,13944.0,19980092.0,1998.0,71.6,195.0,30602.0,2503532.0,72.0,205.0,22.126027397260277,2.0,14.0,0.125,276.0,428.0,-152.0,16.0,5556.0,1089.0,5.1,31.0,9.0,307.0,371.0,633.0,3813.0,19.0,22.0,5.6,198.0,414.0,1743.0,7.0,4.2,90.0,112.0,1138.0,19.0,25.9,14.9,-85.06
Andre Johnson,Eagles,26.0,16.0,16.0,143.0,85.0,1318.0,15.5,10.0,56.0,52.4,72.0,9.2,5.3,82.4,0.0,2014.0,13184.0,19960030.0,1996.0,77.5,309.0,16802.0,2501408.0,77.0,314.0,22.66849315068493,10.0,6.0,0.625,442.0,382.0,60.0,16.0,6676.0,1054.0,6.3,19.0,10.0,355.0,310.0,508.0,4110.0,32.0,9.0,7.4,197.0,500.0,2566.0,19.0,5.1,133.0,95.0,846.0,25.0,36.8,9.0,134.05
Rod Smith,Dolphins,22.0,16.0,11.0,112.0,84.0,758.0,9.0,5.0,50.0,52.7,25.0,6.8,5.3,47.4,7.0,2014.0,10533.0,19880882.0,1988.0,71.8,197.0,68588.0,2503757.7671509283,72.0,197.0,22.551298550532355,8.0,8.0,0.5,317.0,335.0,-18.0,16.0,5007.0,1001.0,5.0,26.0,7.0,278.0,357.0,594.0,3567.0,24.0,19.0,5.5,205.0,349.0,1440.0,8.0,4.1,61.0,70.0,598.0,12.0,29.9,13.4,-18.67
Jimmy Smith,49ers,34.0,16.0,16.0,130.0,83.0,1062.0,12.8,5.0,56.0,56.2,76.0,8.2,5.2,66.4,0.0,2014.0,12002.0,19920036.0,1992.0,72.8,200.0,39217.0,2503028.0,73.0,202.0,23.22465753424657,12.0,4.0,0.75,406.0,272.0,134.0,16.0,5180.0,961.0,5.4,18.0,10.0,286.0,244.0,417.0,2979.0,21.0,8.0,6.5,148.0,505.0,2201.0,18.0,4.4,115.0,103.0,845.0,23.0,37.8,9.0,58.16
Keyshawn Johnson,Colts,25.0,15.0,15.0,131.0,82.0,1345.0,16.4,7.0,64.0,56.5,73.0,10.3,5.5,89.7,3.0,2014.0,13187.0,19960001.0,1996.0,75.3,220.0,90089.0,2501435.0,76.0,211.0,23.76164383561644,11.0,5.0,0.688,391.0,336.0,55.0,16.0,5468.0,1023.0,5.3,14.0,4.0,318.0,350.0,582.0,3725.0,23.0,10.0,6.1,191.0,409.0,1743.0,15.0,4.3,88.0,66.0,576.0,39.0,38.8,6.9,98.0
Chris Chambers,Falcons,33.0,14.0,14.0,125.0,80.0,921.0,11.5,7.0,55.0,56.0,39.0,7.4,5.7,65.8,3.0,2014.0,14647.0,20010052.0,2001.0,71.6,210.0,53706.0,2504695.0,71.0,210.0,22.70684931506849,4.0,12.0,0.25,353.0,443.0,-90.0,16.0,5490.0,1024.0,5.4,28.0,11.0,330.0,445.0,659.0,4243.0,26.0,17.0,6.0,227.0,321.0,1247.0,11.0,3.9,64.0,91.0,788.0,39.0,34.1,14.5,48.53
Nate Burleson,Ravens,35.0,16.0,16.0,134.0,79.0,1065.0,13.5,6.0,45.0,47.0,80.0,7.9,4.9,66.6,2.0,2014.0,15167.0,20030071.0,2003.0,73.0,197.0,89557.0,2505511.0,72.0,198.0,21.698630136986303,8.0,8.0,0.5,320.0,352.0,-32.0,16.0,4918.0,1090.0,4.5,29.0,6.0,295.0,363.0,619.0,3590.0,19.0,23.0,5.4,189.0,423.0,1328.0,7.0,3.1,68.0,112.0,942.0,38.0,30.9,13.5,-95.39
Brandon Stokley,Chargers,22.0,14.0,14.0,121.0,77.0,783.0,10.2,4.0,41.0,49.6,35.0,6.5,5.5,55.9,2.0,2014.0,14290.0,19990105.0,1999.0,73.0,197.0,70504.0,2503158.0,72.0,194.0,22.83013698630137,9.0,7.0,0.563,396.0,348.0,48.0,16.0,6293.0,1060.0,5.9,21.0,10.0,373.0,378.0,544.0,4328.0,32.0,11.0,7.5,230.0,486.0,1965.0,9.0,4.0,104.0,95.0,765.0,39.0,44.9,11.4,186.29
Eddie Kennison,Jets,27.0,15.0,15.0,115.0,74.0,962.0,13.0,5.0,47.0,53.9,74.0,8.4,4.9,64.1,0.0,2014.0,13198.0,19960018.0,1996.0,71.4,191.0,70803.0,2501598.0,73.0,201.0,23.263013698630136,8.0,8.0,0.5,290.0,387.0,-97.0,16.0,5090.0,1020.0,5.0,29.0,7.0,280.0,266.0,480.0,2932.0,13.0,22.0,5.6,154.0,493.0,2158.0,12.0,4.4,105.0,108.0,837.0,21.0,29.6,14.8,-94.9
Antonio Bryant,Patriots,28.0,16.0,13.0,119.0,74.0,953.0,12.9,7.0,50.0,52.9,56.0,8.0,4.6,59.6,1.0,2014.0,14904.0,20020063.0,2002.0,73.3,188.0,15260.0,2505061.0,73.0,211.0,21.12876712328767,12.0,4.0,0.75,444.0,338.0,106.0,16.0,6152.0,1138.0,5.4,20.0,9.0,378.0,380.0,628.0,4087.0,25.0,11.0,6.1,225.0,470.0,2065.0,19.0,4.4,110.0,69.0,625.0,43.0,40.8,10.0,100.43
Anquan Boldin,Raiders,30.0,16.0,10.0,112.0,73.0,666.0,9.1,6.0,40.0,42.9,42.0,5.9,4.6,41.6,3.0,2014.0,15157.0,20030054.0,2003.0,72.6,216.0,32306.0,2505587.0,73.0,220.0,22.575342465753423,4.0,12.0,0.25,322.0,453.0,-131.0,16.0,5340.0,1000.0,5.3,31.0,11.0,275.0,298.0,519.0,3340.0,17.0,20.0,5.9,168.0,437.0,2000.0,16.0,4.6,90.0,116.0,912.0,17.0,27.8,14.9,-52.12
David Givens,Lions,29.0,13.0,13.0,128.0,71.0,1077.0,15.2,8.0,59.0,53.9,67.0,8.4,5.5,82.8,0.0,2014.0,14965.0,20020253.0,2002.0,72.0,217.0,46556.0,2505214.0,72.0,215.0,21.69041095890411,7.0,9.0,0.438,395.0,376.0,19.0,16.0,6274.0,1102.0,5.7,34.0,15.0,350.0,371.0,634.0,4482.0,29.0,19.0,6.8,221.0,445.0,1792.0,15.0,4.0,106.0,110.0,925.0,23.0,32.1,17.3,25.59
Justin McCareins,Giants,23.0,16.0,13.0,127.0,71.0,938.0,13.2,3.0,48.0,48.0,49.0,7.4,4.4,58.6,0.0,2014.0,14751.0,20010124.0,2001.0,73.8,209.0,60115.0,2504635.0,74.0,215.0,22.4027397260274,7.0,9.0,0.438,294.0,383.0,-89.0,16.0,4920.0,988.0,5.0,44.0,15.0,280.0,325.0,567.0,3588.0,18.0,29.0,5.9,176.0,381.0,1332.0,11.0,3.5,77.0,91.0,786.0,27.0,25.5,20.1,-106.96
Johnnie Morton,Buccaneers,31.0,16.0,16.0,142.0,70.0,1002.0,14.3,2.0,50.0,46.5,50.0,7.1,4.4,62.6,1.0,2014.0,12638.0,19940021.0,1994.0,71.9,189.0,90089.0,2502213.0,72.0,193.0,22.56164383561644,4.0,12.0,0.25,288.0,389.0,-101.0,16.0,4432.0,981.0,4.5,21.0,9.0,269.0,291.0,514.0,2820.0,22.0,12.0,5.0,157.0,420.0,1612.0,6.0,3.8,75.0,121.0,1136.0,37.0,27.1,9.6,-79.47
Roy Williams,49ers,27.0,16.0,16.0,108.0,68.0,698.0,10.3,4.0,35.0,44.4,51.0,6.5,4.3,43.6,0.0,2014.0,15132.0,20020008.0,2002.0,72.4,219.0,73019.0,2505013.0,72.0,222.0,21.695890410958903,12.0,4.0,0.75,406.0,272.0,134.0,16.0,5180.0,961.0,5.4,18.0,10.0,286.0,244.0,417.0,2979.0,21.0,8.0,6.5,148.0,505.0,2201.0,18.0,4.4,115.0,103.0,845.0,23.0,37.8,9.0,58.16
Rod Gardner,Buccaneers,21.0,15.0,15.0,122.0,68.0,1051.0,15.5,12.0,46.0,46.7,56.0,8.6,4.5,70.1,0.0,2014.0,14682.0,20010015.0,2001.0,74.3,219.0,29631.0,2504772.0,74.0,219.0,23.5013698630137,4.0,12.0,0.25,288.0,389.0,-101.0,16.0,4432.0,981.0,4.5,21.0,9.0,269.0,291.0,514.0,2820.0,22.0,12.0,5.0,157.0,420.0,1612.0,6.0,3.8,75.0,121.0,1136.0,37.0,27.1,9.6,-79.47
Amani Toomer,Commanders,28.0,16.0,14.0,105.0,68.0,752.0,11.1,3.0,33.0,45.7,70.0,7.2,4.3,47.0,0.0,2014.0,13317.0,19960034.0,1996.0,74.9,197.0,48109.0,2503377.0,75.0,203.0,21.63013698630137,3.0,13.0,0.188,334.0,478.0,-144.0,16.0,5915.0,1107.0,5.3,34.0,15.0,329.0,355.0,611.0,3751.0,20.0,19.0,5.7,198.0,453.0,2164.0,14.0,4.8,112.0,99.0,802.0,19.0,27.6,16.6,-42.64
Ronald Curry,Eagles,22.0,16.0,10.0,103.0,67.0,872.0,13.0,8.0,43.0,52.4,44.0,8.5,4.2,54.5,0.0,2014.0,14927.0,20020235.0,2002.0,73.9,220.0,27599.0,2505200.0,74.0,210.0,22.912328767123288,10.0,6.0,0.625,442.0,382.0,60.0,16.0,6676.0,1054.0,6.3,19.0,10.0,355.0,310.0,508.0,4110.0,32.0,9.0,7.4,197.0,500.0,2566.0,19.0,5.1,133.0,95.0,846.0,25.0,36.8,9.0,134.05
Troy Edwards,Dolphins,28.0,16.0,16.0,115.0,67.0,862.0,12.9,10.0,47.0,50.4,50.0,7.5,4.2,53.9,2.0,2014.0,14058.0,19990013.0,1999.0,69.5,191.0,71272.0,2500520.0,70.0,195.0,22.04109589041096,8.0,8.0,0.5,317.0,335.0,-18.0,16.0,5007.0,1001.0,5.0,26.0,7.0,278.0,357.0,594.0,3567.0,24.0,19.0,5.5,205.0,349.0,1440.0,8.0,4.1,61.0,70.0,598.0,12.0,29.9,13.4,-18.67
Ike Hilliard,Seahawks,26.0,16.0,16.0,98.0,66.0,825.0,12.5,3.0,43.0,51.0,49.0,8.4,4.1,51.6,0.0,2014.0,13467.0,19970007.0,1997.0,71.9,189.0,32611.0,2501173.0,71.0,210.0,21.052054794520547,13.0,3.0,0.813,417.0,231.0,186.0,16.0,5424.0,973.0,5.6,19.0,10.0,307.0,267.0,420.0,3236.0,27.0,9.0,7.0,160.0,509.0,2188.0,14.0,4.3,116.0,128.0,1183.0,31.0,40.7,9.3,60.55
Lee Evans,Bills,21.0,16.0,16.0,128.0,65.0,982.0,15.1,6.0,48.0,46.9,84.0,7.7,4.1,61.4,1.0,2014.0,15474.0,20040013.0,2004.0,70.9,197.0,53706.0,2506097.0,72.0,210.0,23.136986301369863,6.0,10.0,0.375,339.0,388.0,-49.0,16.0,5410.0,1116.0,4.8,27.0,12.0,301.0,299.0,522.0,3103.0,16.0,15.0,5.4,149.0,546.0,2307.0,15.0,4.2,113.0,110.0,954.0,39.0,29.9,12.1,-59.11
Santana Moss,Cardinals,31.0,14.0,13.0,103.0,63.0,784.0,12.4,2.0,39.0,49.5,80.0,7.6,4.5,56.0,1.0,2014.0,14769.0,20010016.0,2001.0,69.6,184.0,33124.0,2504743.0,70.0,189.0,21.90410958904109,10.0,6.0,0.625,379.0,324.0,55.0,16.0,5542.0,1037.0,5.3,31.0,9.0,329.0,363.0,574.0,4002.0,24.0,22.0,6.5,205.0,422.0,1540.0,12.0,3.6,84.0,96.0,744.0,40.0,33.0,15.5,-5.74
